ts,endpoint,active,last_activity_age_s,watchdog_count,recover_count,reg_attempts,reg_success,total_resets,uptime_s,last_reset_reason,thread_role,mesh_children,nft_pkts,pi4_edge_cpu_pct
1779223386,ami-esp32c6-f6e4,False,794,0,0,2,1,3,19,8,Child,10,21498,5.31
1779223386,ami-esp32c6-f768,True,468,0,0,4,3,6,35,2,Child,10,21498,5.31
1779223386,ami-esp32c6-f788,True,15,0,0,4,3,7,17,16,Child,10,21498,5.31
1779223386,ami-esp32c6-f794,True,276,0,0,2,2,7,178,2,Child,10,21498,5.31
1779223386,ami-esp32c6-f79c,False,728,1,2,4,3,4,1254,2,Child,10,21498,5.31
1779223386,ami-esp32c6-f7b4,True,306,0,0,3,2,4,11,8,Child,10,21498,5.31
1779223386,ami-esp32c6-f7e8,False,854,0,0,2,1,3,12,8,Child,10,21498,5.31
1779223386,ami-esp32c6-f808,False,1138,0,0,2,1,4,19,16,Child,10,21498,5.31
1779223386,ami-esp32c6-f81c,True,400,0,0,3,2,5,12,8,Child,10,21498,5.31
1779223386,ami-esp32c6-f84c,True,1,11,35,5,4,9,25,8,Child,10,21498,5.31
1779223386,ami-esp32c6-f854,False,3994,0,0,1,0,3,12,2,Child,10,21498,5.31
1779223386,ami-esp32c6-fbb4,True,394,0,0,5,3,6,18,8,Child,10,21498,5.31
1779223386,ami-esp32c6-fbb8,False,2768,2,12,4,2,6,278,16,Child,10,21498,5.31
1779223476,ami-esp32c6-08fc,True,480,0,0,3,2,4,15,8,Child,11,21508,11.65
1779223476,ami-esp32c6-091c,False,1280,0,0,2,1,4,19,8,Child,11,21508,11.65
1779223476,ami-esp32c6-1494,False,714,0,0,3,2,4,13,8,Child,11,21508,11.65
1779223476,ami-esp32c6-1498,True,264,12,29,9,3,6,20,8,Child,11,21508,11.65
1779223476,ami-esp32c6-14bc,False,904,1,10,6,2,4,14,2,Child,11,21508,11.65
1779223476,ami-esp32c6-14c8,False,846,0,0,3,3,4,11,8,Child,11,21508,11.65
1779223476,ami-esp32c6-1534,True,566,0,0,4,3,5,20,8,Child,11,21508,11.65
1779223476,ami-esp32c6-1558,True,432,0,0,3,2,6,14,2,Child,11,21508,11.65
1779223476,ami-esp32c6-155c,True,388,0,0,4,3,7,16,8,Child,11,21508,11.65
1779223476,ami-esp32c6-15d8,False,872,0,0,2,1,3,37,8,Child,11,21508,11.65
1779223476,ami-esp32c6-ba64,False,2660,0,6,5,3,8,9,2,Child,11,21508,11.65
1779223476,ami-esp32c6-c144,False,1284,0,0,2,1,3,14,8,Child,11,21508,11.65
1779223476,ami-esp32c6-c60c,True,2,2,3,4,2,6,83,2,Child,11,21508,11.65
1779223476,ami-esp32c6-c61c,True,382,0,0,2,1,4,35,8,Child,11,21508,11.65
1779223476,ami-esp32c6-d2b4,False,836,0,0,4,3,6,25,8,Child,11,21508,11.65
1779223476,ami-esp32c6-f6c8,True,482,0,0,3,2,4,15,8,Child,11,21508,11.65
1779223476,ami-esp32c6-f6d4,False,878,0,0,2,1,3,29,8,Child,11,21508,11.65
1779223476,ami-esp32c6-f6e4,False,884,0,0,2,1,3,19,8,Child,11,21508,11.65
1779223476,ami-esp32c6-f768,True,558,0,0,4,3,6,35,2,Child,11,21508,11.65
1779223476,ami-esp32c6-f788,True,2,0,0,4,3,7,17,16,Child,11,21508,11.65
1779223476,ami-esp32c6-f794,True,366,0,0,2,2,7,178,2,Child,11,21508,11.65
1779223476,ami-esp32c6-f79c,False,818,1,2,4,3,4,1254,2,Child,11,21508,11.65
1779223476,ami-esp32c6-f7b4,True,396,0,0,3,2,4,11,8,Child,11,21508,11.65
1779223476,ami-esp32c6-f7e8,False,944,0,0,2,1,3,12,8,Child,11,21508,11.65
1779223476,ami-esp32c6-f808,False,1228,0,0,2,1,4,19,16,Child,11,21508,11.65
1779223476,ami-esp32c6-f81c,True,490,0,0,3,2,5,12,8,Child,11,21508,11.65
1779223476,ami-esp32c6-f84c,True,0,11,35,5,4,9,25,8,Child,11,21508,11.65
1779223476,ami-esp32c6-f854,False,4084,0,0,1,0,3,12,2,Child,11,21508,11.65
1779223476,ami-esp32c6-fbb4,True,484,0,0,5,3,6,18,8,Child,11,21508,11.65
1779223476,ami-esp32c6-fbb8,False,2858,2,12,4,2,6,278,16,Child,11,21508,11.65
1779223566,ami-esp32c6-08fc,True,570,0,0,3,2,4,15,8,Child,16,21524,5.96
1779223566,ami-esp32c6-091c,False,1370,0,0,2,1,4,19,8,Child,16,21524,5.96
1779223566,ami-esp32c6-1494,False,804,0,0,3,2,4,13,8,Child,16,21524,5.96
1779223566,ami-esp32c6-1498,True,354,12,29,9,3,6,20,8,Child,16,21524,5.96
1779223566,ami-esp32c6-14bc,False,994,1,10,6,2,4,14,2,Child,16,21524,5.96
1779223566,ami-esp32c6-14c8,False,936,0,0,3,3,4,11,8,Child,16,21524,5.96
1779223566,ami-esp32c6-1534,True,79,6,0,4,3,7,20,8,Child,16,21524,5.96
1779223566,ami-esp32c6-1558,True,522,0,0,3,2,6,14,2,Child,16,21524,5.96
1779223566,ami-esp32c6-155c,True,478,0,0,4,3,7,16,8,Child,16,21524,5.96
1779223566,ami-esp32c6-15d8,False,962,0,0,2,1,3,37,8,Child,16,21524,5.96
1779223566,ami-esp32c6-ba64,False,2750,0,6,5,3,8,9,2,Child,16,21524,5.96
1779223566,ami-esp32c6-c144,False,1374,0,0,2,1,3,14,8,Child,16,21524,5.96
1779223566,ami-esp32c6-c60c,True,72,2,3,4,2,6,83,2,Child,16,21524,5.96
1779223566,ami-esp32c6-c61c,True,472,0,0,2,1,4,35,8,Child,16,21524,5.96
1779223566,ami-esp32c6-d2b4,False,926,0,0,4,3,6,25,8,Child,16,21524,5.96
1779223566,ami-esp32c6-f6c8,True,17,4,7,6,3,5,24,2,Child,16,21524,5.96
1779223566,ami-esp32c6-f6d4,False,968,0,0,2,1,3,29,8,Child,16,21524,5.96
1779223566,ami-esp32c6-f6e4,False,974,0,0,2,1,3,19,8,Child,16,21524,5.96
1779223566,ami-esp32c6-f768,False,648,0,0,4,3,6,35,2,Child,16,21524,5.96
1779223566,ami-esp32c6-f788,True,92,0,0,4,3,7,17,16,Child,16,21524,5.96
1779223566,ami-esp32c6-f794,True,456,0,0,2,2,7,178,2,Child,16,21524,5.96
1779223566,ami-esp32c6-f79c,False,908,1,2,4,3,4,1254,2,Child,16,21524,5.96
1779223566,ami-esp32c6-f7b4,True,1,2,15,3,3,5,29,2,Child,16,21524,5.96
1779223566,ami-esp32c6-f7e8,False,1034,0,0,2,1,3,12,8,Child,16,21524,5.96
1779223566,ami-esp32c6-f808,False,1318,0,0,2,1,4,19,16,Child,16,21524,5.96
1779223566,ami-esp32c6-f81c,True,580,0,0,3,2,5,12,8,Child,16,21524,5.96
1779223566,ami-esp32c6-f84c,True,0,11,35,5,4,9,25,8,Child,16,21524,5.96
1779223566,ami-esp32c6-f854,False,4174,0,0,1,0,3,12,2,Child,16,21524,5.96
1779223566,ami-esp32c6-fbb4,True,574,0,0,5,3,6,18,8,Child,16,21524,5.96
1779223566,ami-esp32c6-fbb8,False,2948,2,12,4,2,6,278,16,Child,16,21524,5.96
1779223656,ami-esp32c6-08fc,False,660,0,0,3,2,4,15,8,Child,13,21536,6.46
1779223656,ami-esp32c6-091c,False,1460,0,0,2,1,4,19,8,Child,13,21536,6.46
1779223656,ami-esp32c6-1494,False,894,0,0,3,2,4,13,8,Child,13,21536,6.46
1779223656,ami-esp32c6-1498,True,444,12,29,9,3,6,20,8,Child,13,21536,6.46
1779223656,ami-esp32c6-14bc,False,1084,1,10,6,2,4,14,2,Child,13,21536,6.46
1779223656,ami-esp32c6-14c8,False,1026,0,0,3,3,4,11,8,Child,13,21536,6.46
1779223656,ami-esp32c6-1534,True,30,6,0,5,5,7,20,8,Child,13,21536,6.46
1779223656,ami-esp32c6-1558,False,612,0,0,3,2,6,14,2,Child,13,21536,6.46
1779223656,ami-esp32c6-155c,True,24,6,0,4,3,9,16,8,Child,13,21536,6.46
1779223656,ami-esp32c6-15d8,False,1052,0,0,2,1,3,37,8,Child,13,21536,6.46
1779223656,ami-esp32c6-ba64,False,2840,0,6,5,3,8,9,2,Child,13,21536,6.46
1779223656,ami-esp32c6-c144,False,1464,0,0,2,1,3,14,8,Child,13,21536,6.46
1779223656,ami-esp32c6-c60c,True,76,2,3,4,2,6,83,2,Child,13,21536,6.46
1779223656,ami-esp32c6-c61c,True,562,0,0,2,1,4,35,8,Child,13,21536,6.46
1779223656,ami-esp32c6-d2b4,False,1016,0,0,4,3,6,25,8,Child,13,21536,6.46
1779223656,ami-esp32c6-f6c8,True,107,4,7,6,3,5,24,2,Child,13,21536,6.46
1779223656,ami-esp32c6-f6d4,False,1058,0,0,2,1,3,29,8,Child,13,21536,6.46
1779223656,ami-esp32c6-f6e4,False,1064,0,0,2,1,3,19,8,Child,13,21536,6.46
1779223656,ami-esp32c6-f768,False,738,0,0,4,3,6,35,2,Child,13,21536,6.46
1779223656,ami-esp32c6-f788,True,5,0,0,4,5,7,17,16,Child,13,21536,6.46
1779223656,ami-esp32c6-f794,True,546,0,0,2,2,7,178,2,Child,13,21536,6.46
1779223656,ami-esp32c6-f79c,False,998,1,2,4,3,4,1254,2,Child,13,21536,6.46
1779223656,ami-esp32c6-f7b4,True,1,2,15,5,3,5,29,2,Child,13,21536,6.46
1779223656,ami-esp32c6-f7e8,False,1124,0,0,2,1,3,12,8,Child,13,21536,6.46
1779223656,ami-esp32c6-f808,False,1408,0,0,2,1,4,19,16,Child,13,21536,6.46
1779223656,ami-esp32c6-f81c,False,670,0,0,3,2,5,12,8,Child,13,21536,6.46
1779223656,ami-esp32c6-f84c,True,0,11,35,5,4,9,25,8,Child,13,21536,6.46
1779223656,ami-esp32c6-f854,False,4264,0,0,1,0,3,12,2,Child,13,21536,6.46
1779223656,ami-esp32c6-fbb4,False,664,0,0,5,3,6,18,8,Child,13,21536,6.46
1779223656,ami-esp32c6-fbb8,False,3038,2,12,4,2,6,278,16,Child,13,21536,6.46
1779223746,ami-esp32c6-08fc,False,750,0,0,3,2,4,15,8,Child,11,21550,6.77
1779223746,ami-esp32c6-091c,False,1550,0,0,2,1,4,19,8,Child,11,21550,6.77
1779223746,ami-esp32c6-1494,False,984,0,0,3,2,4,13,8,Child,11,21550,6.77
1779223746,ami-esp32c6-1498,True,534,12,29,9,3,6,20,8,Child,11,21550,6.77
1779223746,ami-esp32c6-14bc,False,1174,1,10,6,2,4,14,2,Child,11,21550,6.77
1779223746,ami-esp32c6-14c8,False,1116,0,0,3,3,4,11,8,Child,11,21550,6.77
1779223746,ami-esp32c6-1534,True,20,6,0,5,5,7,20,8,Child,11,21550,6.77
1779223746,ami-esp32c6-1558,False,702,0,0,3,2,6,14,2,Child,11,21550,6.77
1779223746,ami-esp32c6-155c,True,11,6,0,4,3,9,16,2,Child,11,21550,6.77
1779223746,ami-esp32c6-15d8,False,1142,0,0,2,1,3,37,8,Child,11,21550,6.77
1779223746,ami-esp32c6-ba64,False,2930,0,6,5,3,8,9,2,Child,11,21550,6.77
1779223746,ami-esp32c6-c144,False,1554,0,0,2,1,3,14,8,Child,11,21550,6.77
1779223746,ami-esp32c6-c60c,True,166,2,3,4,2,6,83,2,Child,11,21550,6.77
1779223746,ami-esp32c6-c61c,False,652,0,0,2,1,4,35,8,Child,11,21550,6.77
1779223746,ami-esp32c6-d2b4,False,1106,0,0,4,3,6,25,8,Child,11,21550,6.77
1779223746,ami-esp32c6-f6c8,True,82,4,7,6,3,5,24,2,Child,11,21550,6.77
1779223746,ami-esp32c6-f6d4,False,1148,0,0,2,1,3,29,8,Child,11,21550,6.77
1779223746,ami-esp32c6-f6e4,False,1154,0,0,2,1,3,19,8,Child,11,21550,6.77
1779223746,ami-esp32c6-f768,False,828,0,0,4,3,6,35,2,Child,11,21550,6.77
1779223746,ami-esp32c6-f788,True,30,0,0,4,5,7,17,16,Child,11,21550,6.77
1779223746,ami-esp32c6-f794,False,636,0,0,2,2,7,178,2,Child,11,21550,6.77
1779223746,ami-esp32c6-f79c,False,1088,1,2,4,3,4,1254,2,Child,11,21550,6.77
1779223746,ami-esp32c6-f7b4,True,28,2,15,5,3,5,29,2,Child,11,21550,6.77
1779223746,ami-esp32c6-f7e8,False,1214,0,0,2,1,3,12,8,Child,11,21550,6.77
1779223746,ami-esp32c6-f808,False,1498,0,0,2,1,4,19,16,Child,11,21550,6.77
1779223746,ami-esp32c6-f81c,False,760,0,0,3,2,5,12,8,Child,11,21550,6.77
1779223746,ami-esp32c6-f84c,True,1,11,35,5,4,9,25,8,Child,11,21550,6.77
1779223746,ami-esp32c6-f854,False,4354,0,0,1,0,3,12,2,Child,11,21550,6.77
1779223746,ami-esp32c6-fbb4,False,754,0,0,5,3,6,18,8,Child,11,21550,6.77
1779223746,ami-esp32c6-fbb8,False,3128,2,12,4,2,6,278,16,Child,11,21550,6.77
1779223836,ami-esp32c6-08fc,False,840,0,0,3,2,4,15,8,Child,10,21565,6.12
1779223836,ami-esp32c6-091c,False,1640,0,0,2,1,4,19,8,Child,10,21565,6.12
1779223836,ami-esp32c6-1494,False,1074,0,0,3,2,4,13,8,Child,10,21565,6.12
1779223836,ami-esp32c6-1498,False,624,12,29,9,3,6,20,8,Child,10,21565,6.12
1779223836,ami-esp32c6-14bc,False,1264,1,10,6,2,4,14,2,Child,10,21565,6.12
1779223836,ami-esp32c6-14c8,False,1206,0,0,3,3,4,11,8,Child,10,21565,6.12
1779223836,ami-esp32c6-1534,True,20,6,0,5,5,7,20,2,Child,10,21565,6.12
1779223836,ami-esp32c6-1558,False,792,0,0,3,2,6,14,2,Child,10,21565,6.12
1779223836,ami-esp32c6-155c,True,3,6,18,5,5,9,141,2,Child,10,21565,6.12
1779223836,ami-esp32c6-15d8,False,1232,0,0,2,1,3,37,8,Child,10,21565,6.12
1779223836,ami-esp32c6-ba64,False,3020,0,6,5,3,8,9,2,Child,10,21565,6.12
1779223836,ami-esp32c6-c144,False,1644,0,0,2,1,3,14,8,Child,10,21565,6.12
1779223836,ami-esp32c6-c60c,True,256,2,3,4,2,6,83,2,Child,10,21565,6.12
1779223836,ami-esp32c6-c61c,True,26,5,19,3,2,7,59,2,Child,10,21565,6.12
1779223836,ami-esp32c6-d2b4,False,1196,0,0,4,3,6,25,8,Child,10,21565,6.12
1779223836,ami-esp32c6-f6c8,True,52,4,7,6,3,5,24,2,Child,10,21565,6.12
1779223836,ami-esp32c6-f6d4,False,1238,0,0,2,1,3,29,8,Child,10,21565,6.12
1779223836,ami-esp32c6-f6e4,False,1244,0,0,2,1,3,19,8,Child,10,21565,6.12
1779223836,ami-esp32c6-f768,False,918,0,0,4,3,6,35,2,Child,10,21565,6.12
1779223836,ami-esp32c6-f788,True,2,0,0,4,5,7,17,16,Child,10,21565,6.12
1779223836,ami-esp32c6-f794,False,726,0,0,2,2,7,178,2,Child,10,21565,6.12
1779223836,ami-esp32c6-f79c,False,1178,1,2,4,3,4,1254,2,Child,10,21565,6.12
1779223836,ami-esp32c6-f7b4,True,15,2,15,5,3,5,29,2,Child,10,21565,6.12
1779223836,ami-esp32c6-f7e8,False,1304,0,0,2,1,3,12,8,Child,10,21565,6.12
1779223836,ami-esp32c6-f808,False,1588,0,0,2,1,4,19,16,Child,10,21565,6.12
1779223836,ami-esp32c6-f81c,False,850,0,0,3,2,5,12,8,Child,10,21565,6.12
1779223836,ami-esp32c6-f84c,True,0,11,35,5,4,9,25,8,Child,10,21565,6.12
1779223836,ami-esp32c6-f854,False,4444,0,0,1,0,3,12,2,Child,10,21565,6.12
1779223836,ami-esp32c6-fbb4,False,844,0,0,5,3,6,18,8,Child,10,21565,6.12
1779223836,ami-esp32c6-fbb8,False,3218,2,12,4,2,6,278,16,Child,10,21565,6.12
1779223926,ami-esp32c6-08fc,False,930,0,0,3,2,4,15,8,Child,10,21576,4.92
1779223926,ami-esp32c6-091c,False,1730,0,0,2,1,4,19,8,Child,10,21576,4.92
1779223926,ami-esp32c6-1494,False,1164,0,0,3,2,4,13,8,Child,10,21576,4.92
1779223926,ami-esp32c6-1498,False,714,12,29,9,3,6,20,8,Child,10,21576,4.92
1779223926,ami-esp32c6-14bc,False,1354,1,10,6,2,4,14,2,Child,10,21576,4.92
1779223926,ami-esp32c6-14c8,False,1296,0,0,3,3,4,11,8,Child,10,21576,4.92
1779223926,ami-esp32c6-1534,True,28,6,0,5,5,7,20,2,Child,10,21576,4.92
1779223926,ami-esp32c6-1558,False,882,0,0,3,2,6,14,2,Child,10,21576,4.92
1779223926,ami-esp32c6-155c,True,4,6,18,5,5,9,141,2,Child,10,21576,4.92
1779223926,ami-esp32c6-15d8,False,1322,0,0,2,1,3,37,8,Child,10,21576,4.92
1779223926,ami-esp32c6-ba64,False,3110,0,6,5,3,8,9,2,Child,10,21576,4.92
1779223926,ami-esp32c6-c144,False,1734,0,0,2,1,3,14,8,Child,10,21576,4.92
1779223926,ami-esp32c6-c60c,True,346,2,3,4,2,6,83,2,Child,10,21576,4.92
1779223926,ami-esp32c6-c61c,True,25,5,19,3,2,7,59,2,Child,10,21576,4.92
1779223926,ami-esp32c6-d2b4,False,1286,0,0,4,3,6,25,8,Child,10,21576,4.92
1779223926,ami-esp32c6-f6c8,True,142,4,7,6,3,5,24,2,Child,10,21576,4.92
1779223926,ami-esp32c6-f6d4,False,1328,0,0,2,1,3,29,8,Child,10,21576,4.92
1779223926,ami-esp32c6-f6e4,False,1334,0,0,2,1,3,19,8,Child,10,21576,4.92
1779223926,ami-esp32c6-f768,False,1008,0,0,4,3,6,35,2,Child,10,21576,4.92
1779223926,ami-esp32c6-f788,True,92,0,0,4,5,7,17,16,Child,10,21576,4.92
1779223926,ami-esp32c6-f794,False,816,0,0,2,2,7,178,2,Child,10,21576,4.92
1779223926,ami-esp32c6-f79c,False,1268,1,2,4,3,4,1254,2,Child,10,21576,4.92
1779223926,ami-esp32c6-f7b4,True,38,2,15,5,3,5,29,2,Child,10,21576,4.92
1779223926,ami-esp32c6-f7e8,False,1394,0,0,2,1,3,12,8,Child,10,21576,4.92
1779223926,ami-esp32c6-f808,False,1678,0,0,2,1,4,19,16,Child,10,21576,4.92
1779223926,ami-esp32c6-f81c,False,940,0,0,3,2,5,12,8,Child,10,21576,4.92
1779223926,ami-esp32c6-f84c,True,0,11,35,5,4,9,25,8,Child,10,21576,4.92
1779223926,ami-esp32c6-f854,False,4534,0,0,1,0,3,12,2,Child,10,21576,4.92
1779223926,ami-esp32c6-fbb4,False,934,0,0,5,3,6,18,8,Child,10,21576,4.92
1779223926,ami-esp32c6-fbb8,False,3308,2,12,4,2,6,278,16,Child,10,21576,4.92
1779224016,ami-esp32c6-08fc,False,1020,0,0,3,2,4,15,8,Child,5,21585,5.98
1779224016,ami-esp32c6-091c,False,1820,0,0,2,1,4,19,8,Child,5,21585,5.98
1779224016,ami-esp32c6-1494,False,1254,0,0,3,2,4,13,8,Child,5,21585,5.98
1779224016,ami-esp32c6-1498,False,804,12,29,9,3,6,20,8,Child,5,21585,5.98
1779224016,ami-esp32c6-14bc,False,1444,1,10,6,2,4,14,2,Child,5,21585,5.98
1779224016,ami-esp32c6-14c8,False,1386,0,0,3,3,4,11,8,Child,5,21585,5.98
1779224016,ami-esp32c6-1534,True,118,6,0,5,5,7,20,2,Child,5,21585,5.98
1779224016,ami-esp32c6-1558,False,972,0,0,3,2,6,14,2,Child,5,21585,5.98
1779224016,ami-esp32c6-155c,True,7,6,18,5,5,9,141,2,Child,5,21585,5.98
1779224016,ami-esp32c6-15d8,False,1412,0,0,2,1,3,37,8,Child,5,21585,5.98
1779224016,ami-esp32c6-ba64,False,3200,0,6,5,3,8,9,2,Child,5,21585,5.98
1779224016,ami-esp32c6-c144,False,1824,0,0,2,1,3,14,8,Child,5,21585,5.98
1779224016,ami-esp32c6-c60c,True,436,2,3,4,2,6,83,2,Child,5,21585,5.98
1779224016,ami-esp32c6-c61c,True,12,5,19,3,2,7,59,2,Child,5,21585,5.98
1779224016,ami-esp32c6-d2b4,False,1376,0,0,4,3,6,25,8,Child,5,21585,5.98
1779224016,ami-esp32c6-f6c8,True,232,4,7,6,3,5,24,2,Child,5,21585,5.98
1779224016,ami-esp32c6-f6d4,False,1418,0,0,2,1,3,29,8,Child,5,21585,5.98
1779224016,ami-esp32c6-f6e4,False,1424,0,0,2,1,3,19,8,Child,5,21585,5.98
1779224016,ami-esp32c6-f768,False,1098,0,0,4,3,6,35,2,Child,5,21585,5.98
1779224016,ami-esp32c6-f788,True,62,0,0,4,5,7,17,16,Child,5,21585,5.98
1779224016,ami-esp32c6-f794,False,906,0,0,2,2,7,178,2,Child,5,21585,5.98
1779224016,ami-esp32c6-f79c,False,1358,1,2,4,3,4,1254,2,Child,5,21585,5.98
1779224016,ami-esp32c6-f7b4,True,128,2,15,5,3,5,29,2,Child,5,21585,5.98
1779224016,ami-esp32c6-f7e8,False,1484,0,0,2,1,3,12,8,Child,5,21585,5.98
1779224016,ami-esp32c6-f808,False,1768,0,0,2,1,4,19,16,Child,5,21585,5.98
1779224016,ami-esp32c6-f81c,False,1030,0,0,3,2,5,12,8,Child,5,21585,5.98
1779224016,ami-esp32c6-f84c,True,0,11,35,5,4,9,25,8,Child,5,21585,5.98
1779224016,ami-esp32c6-f854,False,4624,0,0,1,0,3,12,2,Child,5,21585,5.98
1779224016,ami-esp32c6-fbb4,False,1024,0,0,5,3,6,18,8,Child,5,21585,5.98
1779224016,ami-esp32c6-fbb8,False,3398,2,12,4,2,6,278,16,Child,5,21585,5.98
1779224106,ami-esp32c6-08fc,False,1110,0,0,3,2,4,15,8,Child,7,21601,4.36
1779224106,ami-esp32c6-091c,False,1910,0,0,2,1,4,19,8,Child,7,21601,4.36
1779224106,ami-esp32c6-1494,False,1344,0,0,3,2,4,13,8,Child,7,21601,4.36
1779224106,ami-esp32c6-1498,False,894,12,29,9,3,6,20,8,Child,7,21601,4.36
1779224106,ami-esp32c6-14bc,False,1534,1,10,6,2,4,14,2,Child,7,21601,4.36
1779224106,ami-esp32c6-14c8,False,1476,0,0,3,3,4,11,8,Child,7,21601,4.36
1779224106,ami-esp32c6-1534,True,18,6,0,5,5,7,20,2,Child,7,21601,4.36
1779224106,ami-esp32c6-1558,False,1062,0,0,3,2,6,14,2,Child,7,21601,4.36
1779224106,ami-esp32c6-155c,True,4,6,18,5,5,9,141,2,Child,7,21601,4.36
1779224106,ami-esp32c6-15d8,False,1502,0,0,2,1,3,37,8,Child,7,21601,4.36
1779224106,ami-esp32c6-ba64,False,3290,0,6,5,3,8,9,2,Child,7,21601,4.36
1779224106,ami-esp32c6-c144,False,1914,0,0,2,1,3,14,8,Child,7,21601,4.36
1779224106,ami-esp32c6-c60c,True,526,2,3,4,2,6,83,2,Child,7,21601,4.36
1779224106,ami-esp32c6-c61c,True,102,5,19,3,2,7,59,2,Child,7,21601,4.36
1779224106,ami-esp32c6-d2b4,False,1466,0,0,4,3,6,25,8,Child,7,21601,4.36
1779224106,ami-esp32c6-f6c8,True,322,4,7,6,3,5,24,2,Child,7,21601,4.36
1779224106,ami-esp32c6-f6d4,False,1508,0,0,2,1,3,29,8,Child,7,21601,4.36
1779224106,ami-esp32c6-f6e4,False,1514,0,0,2,1,3,19,8,Child,7,21601,4.36
1779224106,ami-esp32c6-f768,False,1188,0,0,4,3,6,35,2,Child,7,21601,4.36
1779224106,ami-esp32c6-f788,True,152,0,0,4,5,7,17,16,Child,7,21601,4.36
1779224106,ami-esp32c6-f794,False,996,0,0,2,2,7,178,2,Child,7,21601,4.36
1779224106,ami-esp32c6-f79c,False,1448,1,2,4,3,4,1254,2,Child,7,21601,4.36
1779224106,ami-esp32c6-f7b4,True,218,2,15,5,3,5,29,2,Child,7,21601,4.36
1779224106,ami-esp32c6-f7e8,False,1574,0,0,2,1,3,12,8,Child,7,21601,4.36
1779224106,ami-esp32c6-f808,False,1858,0,0,2,1,4,19,16,Child,7,21601,4.36
1779224106,ami-esp32c6-f81c,False,1120,0,0,3,2,5,12,8,Child,7,21601,4.36
1779224106,ami-esp32c6-f84c,True,30,11,35,5,4,9,25,8,Child,7,21601,4.36
1779224106,ami-esp32c6-f854,False,4714,0,0,1,0,3,12,2,Child,7,21601,4.36
1779224106,ami-esp32c6-fbb4,False,1114,0,0,5,3,6,18,8,Child,7,21601,4.36
1779224106,ami-esp32c6-fbb8,False,3488,2,12,4,2,6,278,16,Child,7,21601,4.36
1779224196,ami-esp32c6-08fc,False,1200,0,0,3,2,4,15,8,Child,9,21614,4.39
1779224196,ami-esp32c6-091c,False,2000,0,0,2,1,4,19,8,Child,9,21614,4.39
1779224196,ami-esp32c6-1494,False,1434,0,0,3,2,4,13,8,Child,9,21614,4.39
1779224196,ami-esp32c6-1498,False,984,12,29,9,3,6,20,8,Child,9,21614,4.39
1779224196,ami-esp32c6-14bc,False,1624,1,10,6,2,4,14,2,Child,9,21614,4.39
1779224196,ami-esp32c6-14c8,False,1566,0,0,3,3,4,11,8,Child,9,21614,4.39
1779224196,ami-esp32c6-1534,True,108,6,0,5,5,7,20,2,Child,9,21614,4.39
1779224196,ami-esp32c6-1558,False,1152,0,0,3,2,6,14,2,Child,9,21614,4.39
1779224196,ami-esp32c6-155c,True,20,6,18,5,5,9,141,2,Child,9,21614,4.39
1779224196,ami-esp32c6-15d8,False,1592,0,0,2,1,3,37,8,Child,9,21614,4.39
1779224196,ami-esp32c6-ba64,False,3380,0,6,5,3,8,9,2,Child,9,21614,4.39
1779224196,ami-esp32c6-c144,False,2004,0,0,2,1,3,14,8,Child,9,21614,4.39
1779224196,ami-esp32c6-c60c,False,616,2,3,4,2,6,83,2,Child,9,21614,4.39
1779224196,ami-esp32c6-c61c,True,192,5,19,3,2,7,59,2,Child,9,21614,4.39
1779224196,ami-esp32c6-d2b4,False,1556,0,0,4,3,6,25,8,Child,9,21614,4.39
1779224196,ami-esp32c6-f6c8,True,412,4,7,6,3,5,24,2,Child,9,21614,4.39
1779224196,ami-esp32c6-f6d4,False,1598,0,0,2,1,3,29,8,Child,9,21614,4.39
1779224196,ami-esp32c6-f6e4,False,1604,0,0,2,1,3,19,8,Child,9,21614,4.39
1779224196,ami-esp32c6-f768,False,1278,0,0,4,3,6,35,2,Child,9,21614,4.39
1779224196,ami-esp32c6-f788,True,242,0,0,4,5,7,17,16,Child,9,21614,4.39
1779224196,ami-esp32c6-f794,False,1086,0,0,2,2,7,178,2,Child,9,21614,4.39
1779224196,ami-esp32c6-f79c,False,1538,1,2,4,3,4,1254,2,Child,9,21614,4.39
1779224196,ami-esp32c6-f7b4,True,308,2,15,5,3,5,29,2,Child,9,21614,4.39
1779224196,ami-esp32c6-f7e8,False,1664,0,0,2,1,3,12,8,Child,9,21614,4.39
1779224196,ami-esp32c6-f808,False,1948,0,0,2,1,4,19,16,Child,9,21614,4.39
1779224196,ami-esp32c6-f81c,False,1210,0,0,3,2,5,12,8,Child,9,21614,4.39
1779224196,ami-esp32c6-f84c,True,48,11,35,5,4,9,25,8,Child,9,21614,4.39
1779224196,ami-esp32c6-f854,False,4804,0,0,1,0,3,12,2,Child,9,21614,4.39
1779224196,ami-esp32c6-fbb4,False,1204,0,0,5,3,6,18,8,Child,9,21614,4.39
1779224196,ami-esp32c6-fbb8,False,3578,2,12,4,2,6,278,16,Child,9,21614,4.39
1779224286,ami-esp32c6-08fc,False,1290,0,0,3,2,4,15,8,Child,9,21631,4.51
1779224286,ami-esp32c6-091c,False,2090,0,0,2,1,4,19,8,Child,9,21631,4.51
1779224286,ami-esp32c6-1494,False,1524,0,0,3,2,4,13,8,Child,9,21631,4.51
1779224286,ami-esp32c6-1498,False,1074,12,29,9,3,6,20,8,Child,9,21631,4.51
